text,aspect,entity,attribute,aspect_label,sentiment,language,split
8th dimensional plane inside a 9th dimensional space. If the values of the 8th and 9th columns are same than it would like a plane over a plane like an onion. I am confused.,Knowledge, 8th ,Mathematical_Related_Concept,1,neutral,en,train
8th dimensional plane inside a 9th dimensional space. If the values of the 8th and 9th columns are same than it would like a plane over a plane like an onion. I am confused.,Knowledge, 9th columns,Mathematical_Related_Concept,1,neutral,en,train
Selfeducation with such good teachers is the future! Thank you Professor Strang.,Experience,teachers,Instructor,2,positive,en,train
Selfeducation with such good teachers is the future! Thank you Professor Strang.,Experience,Professor Strang,Instructor,2,positive,en,train
"love how many small extra's he throws in constantly, as small ""notes"" to know ^^ keeps the mind awake and entertained in wonder :Dwish my professors was as invested in their lectures :)",Experience,NULL,Instructor,2,positive,en,train
"love how many small extra's he throws in constantly, as small ""notes"" to know ^^ keeps the mind awake and entertained in wonder :Dwish my professors was as invested in their lectures :)",Experience,professors,Instructor,2,negative,en,train
"love how many small extra's he throws in constantly, as small ""notes"" to know ^^ keeps the mind awake and entertained in wonder :Dwish my professors was as invested in their lectures :)",Curriculum,lectures,Course_General_Feedback,5,negative,en,train
What a privilege it must be to have such a marvelous professor.Thanks MIT for these 35 lectures!,Experience,professor,Instructor,2,positive,en,train
What a privilege it must be to have such a marvelous professor.Thanks MIT for these 35 lectures!,Curriculum,lectures,Course_General_Feedback,5,positive,en,train
"why is Q not on the other side, if we move down (South) from where dh/dx is 0 than also h which decrease  right? I mean dh/dy < 0  for both points right? why only for the upper one?",Knowledge,Q,Mathematical_Related_Concept,1,neutral,en,train
"why is Q not on the other side, if we move down (South) from where dh/dx is 0 than also h which decrease  right? I mean dh/dy < 0  for both points right? why only for the upper one?",Knowledge,h,Mathematical_Related_Concept,1,neutral,en,train
"why is Q not on the other side, if we move down (South) from where dh/dx is 0 than also h which decrease  right? I mean dh/dy < 0  for both points right? why only for the upper one?",Knowledge,dh/dy < 0,Mathematical_Related_Concept,1,neutral,en,train
"why is Q not on the other side, if we move down (South) from where dh/dx is 0 than also h which decrease  right? I mean dh/dy < 0  for both points right? why only for the upper one?",Knowledge,dh/dx,Mathematical_Related_Concept,1,neutral,en,train
He sounds like Senator Pat Geary from Godfather 2.,Experience,NULL,Instructor,2,neutral,en,train
So much energy for a recorded video with an empty class. Thank you so much Professor Gilbert!,Experience,Professor Gilbert,Instructor,2,positive,en,train
So much energy for a recorded video with an empty class. Thank you so much Professor Gilbert!,Curriculum,video,Course_General_Feedback,5,positive,en,train
"This is what I call a ""valuable"" math lecture. Time is spent to explain to students ""why"" things are true. While in institutions I've been to, time is spent to read slides for students and show them how to solve problems without even having a slightest idea about the procedure there making to solve a problem.",Curriculum,lecture,Course_General_Feedback,5,positive,en,train
"This is what I call a ""valuable"" math lecture. Time is spent to explain to students ""why"" things are true. While in institutions I've been to, time is spent to read slides for students and show them how to solve problems without even having a slightest idea about the procedure there making to solve a problem.",General,institutions,Other,13,negative,en,train
"I completed the whole course today, 2021.08.27Can't remember when I started, but the first chapter gave me a bunch of intuition and those encouraged me to keep studying until the end of the courseThank you, Prof. Gilbert Strang. You are my great Mathematics teacher. You inspired me to keep moving on these pieces of stuffI really hope that I can meet you one day",Experience,Prof. Gilbert Strang,Instructor,2,positive,en,train
"I completed the whole course today, 2021.08.27Can't remember when I started, but the first chapter gave me a bunch of intuition and those encouraged me to keep studying until the end of the courseThank you, Prof. Gilbert Strang. You are my great Mathematics teacher. You inspired me to keep moving on these pieces of stuffI really hope that I can meet you one day",Curriculum,course,Course_General_Feedback,5,positive,en,train
Thanks professor ! It really really helps understanding 3D computer vision works.,Experience,professor,Instructor,2,positive,en,train
Thanks professor ! It really really helps understanding 3D computer vision works.,General,NULL,Other,13,positive,en,train
What an amazing lecture and capturing lecturer he's. THANK YOU,Curriculum,lecture,Course_General_Feedback,5,positive,en,train
What an amazing lecture and capturing lecturer he's. THANK YOU,Experience,lecturer,Instructor,2,positive,en,train
I have so much respect for professor Gilbert Strang. He's at such an advanced age in these videos yet he can still give such great lectures. In fact it's 2018 and he still is giving lectures!,Experience,professor Gilbert Strang,Instructor,2,positive,en,train
I have so much respect for professor Gilbert Strang. He's at such an advanced age in these videos yet he can still give such great lectures. In fact it's 2018 and he still is giving lectures!,Curriculum,lectures,Course_General_Feedback,5,positive,en,train
I have so much respect for professor Gilbert Strang. He's at such an advanced age in these videos yet he can still give such great lectures. In fact it's 2018 and he still is giving lectures!,Curriculum,videos,Course_General_Feedback,5,positive,en,train
"At 32:00, the prove is just the component e and p equal to b. But I think the e should be perpendicular to the line, not to take the y components... i.e. at 32:00, for the proof, there is an assumption that the x component of b,e,p are the same.Anyway, it is a great video series for review. :>",Knowledge,e,Mathematical_Related_Concept,1,negative,en,train
"At 32:00, the prove is just the component e and p equal to b. But I think the e should be perpendicular to the line, not to take the y components... i.e. at 32:00, for the proof, there is an assumption that the x component of b,e,p are the same.Anyway, it is a great video series for review. :>",Curriculum,video series,Course_General_Feedback,5,positive,en,train
@[USERNAME]Because he explained it well.,Experience,NULL,Instructor,2,positive,en,train
Iam from india I love your teaching,Curriculum,teaching,Course_General_Feedback,5,positive,en,train
Ok I don't even know what is going on and don't know where to start learning calculus lol,Knowledge,calculus,Mathematical_Related_Concept,1,neutral,en,train
life saving god thank you,Experience,NULL,Instructor,2,positive,en,train
I love this guy. He's so funny and good at explaining stuff.,Experience,NULL,Instructor,2,positive,en,train
"I dont understand... I am really dumb to be in MIT but what the heck is going on with these students... they shouldn't be getting confused over simple shit as that, can someone tell me are MIT students really not that smart as people say?",Experience,NULL,Instructor,2,neutral,en,train
Thanks for the analogy at 21:00. First time i got this :),Knowledge,analogy,Mathematical_Related_Concept,1,positive,en,train
"thanks professor Strang, you don't know how helpful this is for many of us!",Experience,professor Strang,Instructor,2,positive,en,train
"thanks professor Strang, you don't know how helpful this is for many of us!",Curriculum,NULL,Course_General_Feedback,5,positive,en,train
"I have a question here, for me a point in 3d is zero dimensional, but if some living entity is smaller than that point some microscopic living thing, for it the point will have some dimension, so, is it so that the vector spaces that i am studying, I can visualise in my existing space, if someone is there in some different space they will do some other vector space?The solution will remain same  in different spaces for a particular problem or example??",Knowledge,3d is zero dimensional,Mathematical_Related_Concept,1,neutral,en,train
"I have a question here, for me a point in 3d is zero dimensional, but if some living entity is smaller than that point some microscopic living thing, for it the point will have some dimension, so, is it so that the vector spaces that i am studying, I can visualise in my existing space, if someone is there in some different space they will do some other vector space?The solution will remain same  in different spaces for a particular problem or example??",Knowledge,spaces,Mathematical_Related_Concept,1,neutral,en,train
"For Check-in 21.2, how comes D rejects <D>1000000 on Step 1?On input w, mark off f(n) tape cells where n = |<D>1000000|. Then what happens?",Knowledge,D rejects <D>1000000,Mathematical_Related_Concept,1,neutral,en,train
"For Check-in 21.2, how comes D rejects <D>1000000 on Step 1?On input w, mark off f(n) tape cells where n = |<D>1000000|. Then what happens?",Knowledge,w,Mathematical_Related_Concept,1,neutral,en,train
"For Check-in 21.2, how comes D rejects <D>1000000 on Step 1?On input w, mark off f(n) tape cells where n = |<D>1000000|. Then what happens?",Knowledge,f(n),Mathematical_Related_Concept,1,neutral,en,train
"For Check-in 21.2, how comes D rejects <D>1000000 on Step 1?On input w, mark off f(n) tape cells where n = |<D>1000000|. Then what happens?",Knowledge,n = |<D>1000000|,Mathematical_Related_Concept,1,neutral,en,train
Could i see (A^t)(A) as a dot product of two vectors in the matrix space?,Knowledge,(A^t)(A),Mathematical_Related_Concept,1,neutral,en,train
"Take really good notes and absorb them. Now, try to present the same lecture without memorizing it all like a script. Not so easy, is it?! You see that Strang is not referring to notes. Keep working at it and you will have internalized the idea.",Experience,Strang,Instructor,2,positive,en,train
"Take really good notes and absorb them. Now, try to present the same lecture without memorizing it all like a script. Not so easy, is it?! You see that Strang is not referring to notes. Keep working at it and you will have internalized the idea.",General,notes,Other,13,positive,en,train
"I'm Fayçal from Casablanca in Morocco and I do thank you so much for this courses, it makes me see matrices clearly :)",Curriculum,courses,Course_General_Feedback,5,positive,en,train
Bravo!!! Very much the best and premium stuff.,Curriculum,stuff,Course_General_Feedback,5,positive,en,train
What a wonderful man! Just wonderful!,Experience,NULL,Instructor,2,positive,en,train
One person disliked this video because he realized once 3d flux was explained excellently he still didn't understand it,Teaching_Skill,video,Teaching_Setup,0,positive,en,train
One person disliked this video because he realized once 3d flux was explained excellently he still didn't understand it,Knowledge,3d flux,Mathematical_Related_Concept,1,positive,en,train
"sorry guys, i have a silly question in the minute 9:10 in the second and third matrix in the third colum, why is -2 and 5? i did not undestand that part",Knowledge,matrix,Mathematical_Related_Concept,1,neutral,en,train
"Can someone please tell us why we are stuck using (*) at 26:32 to find the value of y? If I substitute 2 for x, y^2 will have 2 values, 0.73205 and -2.73205. We can discard -2.73205 as that t=will give imaginary values for y. Can someone please tell me where I am going wrong? Many thanks in advance.",Knowledge," x,",Mathematical_Related_Concept,1,neutral,en,train
"Can someone please tell us why we are stuck using (*) at 26:32 to find the value of y? If I substitute 2 for x, y^2 will have 2 values, 0.73205 and -2.73205. We can discard -2.73205 as that t=will give imaginary values for y. Can someone please tell me where I am going wrong? Many thanks in advance.",Knowledge,y,Mathematical_Related_Concept,1,neutral,en,train
"Can someone please tell us why we are stuck using (*) at 26:32 to find the value of y? If I substitute 2 for x, y^2 will have 2 values, 0.73205 and -2.73205. We can discard -2.73205 as that t=will give imaginary values for y. Can someone please tell me where I am going wrong? Many thanks in advance.",Knowledge,t,Mathematical_Related_Concept,1,neutral,en,train
"Can someone please tell us why we are stuck using (*) at 26:32 to find the value of y? If I substitute 2 for x, y^2 will have 2 values, 0.73205 and -2.73205. We can discard -2.73205 as that t=will give imaginary values for y. Can someone please tell me where I am going wrong? Many thanks in advance.",Knowledge,y,Mathematical_Related_Concept,1,neutral,en,train
16:15 why interior of Japan flag (second matrix) has rank 1?  Maybe it's 2?,Knowledge,rank,Mathematical_Related_Concept,1,negative,en,train
"This guy is something else. I go to my Linear Algebra class and I usually go out feeling more confused than when I went in, then I come watch these videos and things make sense in a minutes. It's not just what he knows, but he knows how to explain it, simple brilliant.",Curriculum,videos,Course_General_Feedback,5,positive,en,train
"This guy is something else. I go to my Linear Algebra class and I usually go out feeling more confused than when I went in, then I come watch these videos and things make sense in a minutes. It's not just what he knows, but he knows how to explain it, simple brilliant.",Knowledge,Linear Algebra ,Mathematical_Related_Concept,1,negative,en,train
"This is like pure intellectual chocolate. Gilbert Strang should've taken over Wonka's Chocolate Factory, not Charlie.",Experience,Gilbert Strang,Instructor,2,positive,en,train
"Had to go on Khan academy to learn what this guy was teaching: all he had to do was say ""at this point, I am adding zero to this equation.""",Experience,NULL,Instructor,2,negative,en,train
This is the best lecture I have ever listed to. Thank you Professor.,Curriculum,lecture,Course_General_Feedback,5,positive,en,train
This is the best lecture I have ever listed to. Thank you Professor.,Experience,Professor,Instructor,2,positive,en,train
bitch that's what i thought; too bad i finished this class last semester,Curriculum,class,Course_General_Feedback,5,negative,en,train
5/32 is the probability of x-1/2(5/24)/(4/3) are the areasProbability is so more interesting that the integration formulas (what I'm doing at school),Knowledge,Probability,Mathematical_Related_Concept,1,positive,en,train
"in 30.41 he writes ""set u=Sv"" he says that S is the eigenvector Matrix but he does not say nothing for WHAT IS THIS ""v small"" ,and why did he do that trick..it is disheartening",Experience,NULL,Instructor,2,negative,en,train
"in 30.41 he writes ""set u=Sv"" he says that S is the eigenvector Matrix but he does not say nothing for WHAT IS THIS ""v small"" ,and why did he do that trick..it is disheartening",Knowledge,set u=Sv,Mathematical_Related_Concept,1,negative,en,train
I love this guy's accent.,Experience,accent,Instructor,2,positive,en,train
"The integral of sinx is pretty easy.If you want to calculate the area from 0 to n times pi, just check if n is odd or even. If its odd then the area is 2, if its even area is equal to zero.",Knowledge,integral of sinx,Mathematical_Related_Concept,1,positive,en,train
"The integral of sinx is pretty easy.If you want to calculate the area from 0 to n times pi, just check if n is odd or even. If its odd then the area is 2, if its even area is equal to zero.",Knowledge,area from 0 to n times pi,Mathematical_Related_Concept,1,neutral,en,train
Proving closures using NFAs feels like a cheat code,Knowledge,NFAs,Mathematical_Related_Concept,1,neutral,en,train
"""accent this"" ""accent that"", I'm not even a native speaker, my english is very basic and I can understand this guy just fine... why are you americans complaining?",Experience,NULL,Instructor,2,positive,en,train
Traditional camera angles were WAY easier on the eye.,Teaching_Skill,camera angles,Teaching_Setup,0,positive,en,train
Sound is very low and Handwriting also not perfect visible.,Teaching_Skill,Sound,Teaching_Setup,0,negative,en,train
Sound is very low and Handwriting also not perfect visible.,Teaching_Skill,Handwriting,Teaching_Setup,0,negative,en,train
Its professor from futurama irl! Haha strang is a living legend.,Experience,strang,Instructor,2,positive,en,train
"This is the best Linear Algebra course in my experience. Words are incapable of expressing my gratitude to Prof. Strang, his TAs, and the OCW team. I am overwhelmed with joy after completing this course.",Curriculum,Linear Algebra course,Course_General_Feedback,5,positive,en,train
"This is the best Linear Algebra course in my experience. Words are incapable of expressing my gratitude to Prof. Strang, his TAs, and the OCW team. I am overwhelmed with joy after completing this course.",Experience,Prof. Strang,Instructor,2,positive,en,train
"This is the best Linear Algebra course in my experience. Words are incapable of expressing my gratitude to Prof. Strang, his TAs, and the OCW team. I am overwhelmed with joy after completing this course.",General,OCW team,Other,13,positive,en,train
"This is the best Linear Algebra course in my experience. Words are incapable of expressing my gratitude to Prof. Strang, his TAs, and the OCW team. I am overwhelmed with joy after completing this course.",General,TAs,Other,13,positive,en,train
I can't believe I'm watching this for entertainment at my own will. He's probably the greatest math teacher I've ever had,Experience,NULL,Instructor,2,positive,en,train
I can't believe I'm watching this for entertainment at my own will. He's probably the greatest math teacher I've ever had,General,NULL,Other,13,neutral,en,train
what happened to the sound this time? loool more echo this time IM absolutely loving studying this way its soooo better than reading GODDAMN books! he has great proficiency.but dont forget to practice problems on the topics u go thru it helps retain the lecture ideas,Teaching_Skill,sound,Teaching_Setup,0,positive,en,train
what happened to the sound this time? loool more echo this time IM absolutely loving studying this way its soooo better than reading GODDAMN books! he has great proficiency.but dont forget to practice problems on the topics u go thru it helps retain the lecture ideas,Experience,NULL,Instructor,2,neutral,en,train
"he does it not as if he's doing math, but like art, like poetry",Experience,NULL,Instructor,2,positive,en,train
i am 17 i and know hat the porf just all said hahah :P,Experience,porf,Instructor,2,neutral,en,train
It's all easy with this professor,Experience,professor,Instructor,2,positive,en,train
what did he use for write? in can´t stop thinking about that!,Teaching_Skill,that,Teaching_Setup,0,neutral,en,train
"I completed the 18.06 today.I started on 2020.03.16 in Japan(I'm Chinese) and today is 03.29. These 14 days absolutely changed my life and inspired me.And Math is a whole new thing to me now. This lecture was not like a lecture, it's much more like a game, a journey, an inspiring movie.Thank you, Professor Strang, and thank you, people who made Mandarin subtitles for this video lecture!Professor Strang, you are the BEST TEACHER in my whole life. And I will remember the lecture 18.06 forever.",Experience,"Professor Strang,",Instructor,2,positive,en,train
"I completed the 18.06 today.I started on 2020.03.16 in Japan(I'm Chinese) and today is 03.29. These 14 days absolutely changed my life and inspired me.And Math is a whole new thing to me now. This lecture was not like a lecture, it's much more like a game, a journey, an inspiring movie.Thank you, Professor Strang, and thank you, people who made Mandarin subtitles for this video lecture!Professor Strang, you are the BEST TEACHER in my whole life. And I will remember the lecture 18.06 forever.",Curriculum,lecture,Course_General_Feedback,5,positive,en,train
"All the presentations by this lecturer is excellent,and well presented for taking notes and to learn by  listening.Well paced .",Curriculum,presentations,Course_General_Feedback,5,positive,en,train
is this a lecture for idiots or what? for the past two lectures he said like one or two major points and he is just keep repeating them...,Curriculum,lecture,Course_General_Feedback,5,negative,en,train
is this a lecture for idiots or what? for the past two lectures he said like one or two major points and he is just keep repeating them...,Experience,NULL,Instructor,2,negative,en,train
Can my linear algebra teacher please learn to teach from you,Experience,NULL,Instructor,2,positive,en,train
Can my linear algebra teacher please learn to teach from you,Experience,teacher,Instructor,2,negative,en,train
He is the most Amazing teacher .The way he shares the knowledge it becomes very easy understand and imagine which is a beauty of his teaching,Experience,NULL,Instructor,2,positive,en,train
Thanks M.I.T. for making these lectures available to us. It is enlightening to see such talented teachers teach. It is mentally stimulating to think about these concepts. It is satisfying to learn.,Curriculum,lectures,Course_General_Feedback,5,positive,en,train
Thanks M.I.T. for making these lectures available to us. It is enlightening to see such talented teachers teach. It is mentally stimulating to think about these concepts. It is satisfying to learn.,Experience,teachers,Instructor,2,positive,en,train
Thanks M.I.T. for making these lectures available to us. It is enlightening to see such talented teachers teach. It is mentally stimulating to think about these concepts. It is satisfying to learn.,General,M.I.T.,Other,13,positive,en,train
"I have some small issue about the Jacobian. Why do we even need to take the absolute value of the determinant? In single variable case, the derivative can similarly be thought of as the ""exchange rate"" for the dx to du if we change variables and in the sense similar to the Jacobian but in there even if the detivative is negative we don't take absolute values. But why should we take absolute values in the Jacobian determinant case?",Knowledge,Jacobian,Mathematical_Related_Concept,1,neutral,en,train
"I have some small issue about the Jacobian. Why do we even need to take the absolute value of the determinant? In single variable case, the derivative can similarly be thought of as the ""exchange rate"" for the dx to du if we change variables and in the sense similar to the Jacobian but in there even if the detivative is negative we don't take absolute values. But why should we take absolute values in the Jacobian determinant case?",Knowledge,absolute value,Mathematical_Related_Concept,1,neutral,en,train
"I prefer to first divide the integration according to the path, then choose the appropriate coordinate system for each path. Thank you.",Knowledge,appropriate coordinate system,Mathematical_Related_Concept,1,neutral,en,train
"I prefer to first divide the integration according to the path, then choose the appropriate coordinate system for each path. Thank you.",Knowledge,integration,Mathematical_Related_Concept,1,neutral,en,train
"I prefer to first divide the integration according to the path, then choose the appropriate coordinate system for each path. Thank you.",Knowledge,path,Mathematical_Related_Concept,1,neutral,en,train
you are good teacher ever i have seen so keep it up,Experience,NULL,Instructor,2,positive,en,train
I really have to think and imagine a lot in this lecture and I loved it,Curriculum,lecture,Course_General_Feedback,5,positive,en,train
"Very useful course! You can learn Linear Algebra yourself! Let knowledge spread to everyone, free and efficiently.",Curriculum,course,Course_General_Feedback,5,positive,en,train
I would lose some points because I would use the standard coordinate system (looking at the contour plot form above) :(,Knowledge,standard coordinate system,Mathematical_Related_Concept,1,neutral,en,train
Do these courses pretty much teach you the same thing that a high school AP Calculus AB class would?,Knowledge,Calculus,Mathematical_Related_Concept,1,neutral,en,train
I know this is a stupid question but can some explain why r=2acos theta as opposed to 2asec theta?,Knowledge,r=2acos theta,Mathematical_Related_Concept,1,neutral,en,train
I know this is a stupid question but can some explain why r=2acos theta as opposed to 2asec theta?,Knowledge,2asec theta,Mathematical_Related_Concept,1,neutral,en,train
How many hours per day? I would like to finish all these in a week.,Teaching_Skill,these,Teaching_Setup,0,neutral,en,train
"Yeah! I understand vector calculus clearly! Good job, teacher!",Knowledge,vector calculus,Mathematical_Related_Concept,1,positive,en,train
"Yeah! I understand vector calculus clearly! Good job, teacher!",Experience,teacher,Instructor,2,positive,en,train
Professor Strang - thank you for the amazing lectures and all the insights that you share with us!,Curriculum,lectures,Course_General_Feedback,5,positive,en,train
Professor Strang - thank you for the amazing lectures and all the insights that you share with us!,Experience,Professor Strang,Instructor,2,positive,en,train
"Thank you Professor Denis Auroux and MIT. Just now completed the 18.02, (18 August, 2022).Single variable calculus - Prof. David JerisonMultivariable calculus - Prof. Denis Auroux.Thanks again !",Experience,Professor Denis Auroux,Instructor,2,positive,en,train
"Thank you Professor Denis Auroux and MIT. Just now completed the 18.02, (18 August, 2022).Single variable calculus - Prof. David JerisonMultivariable calculus - Prof. Denis Auroux.Thanks again !",General,MIT,Other,13,positive,en,train
"Thank you Professor Denis Auroux and MIT. Just now completed the 18.02, (18 August, 2022).Single variable calculus - Prof. David JerisonMultivariable calculus - Prof. Denis Auroux.Thanks again !",Experience,Prof. David,Instructor,2,positive,en,train
I am curious if there's another statistics class on OCW that is recommended as well as this course on probability?  This is the class I think will benefit me most but I think a statistics class with video lectures would be excellent.,Recommendation,course,Course_General_Feedback,14,positive,en,train
I am curious if there's another statistics class on OCW that is recommended as well as this course on probability?  This is the class I think will benefit me most but I think a statistics class with video lectures would be excellent.,Recommendation,class,Course_General_Feedback,14,positive,en,train
"I asked to my prof "" why do we minimize the square of the error in the LSM?""He replied ""To reduce the distance""today I understood what does he mean by that after 3 years",Knowledge,square of the error,Mathematical_Related_Concept,1,neutral,en,train
"I asked to my prof "" why do we minimize the square of the error in the LSM?""He replied ""To reduce the distance""today I understood what does he mean by that after 3 years",Knowledge,LSM,Mathematical_Related_Concept,1,neutral,en,train
"I asked to my prof "" why do we minimize the square of the error in the LSM?""He replied ""To reduce the distance""today I understood what does he mean by that after 3 years",Experience,prof,Instructor,2,neutral,en,train
"At 27:20 I have to guess the row since i don't wanna think so i took the row as [x,y,z] and then solve it manually to find that x+z = -3 will solve it. I thought i am so smart but........At 37:40 I couldn't solve it using taking the variables although matrix P was an easy one to think but at time of lecture it seems hard but i guess it comes through practice",Knowledge,"[x,y,z] ",Mathematical_Related_Concept,1,neutral,en,train
"At 27:20 I have to guess the row since i don't wanna think so i took the row as [x,y,z] and then solve it manually to find that x+z = -3 will solve it. I thought i am so smart but........At 37:40 I couldn't solve it using taking the variables although matrix P was an easy one to think but at time of lecture it seems hard but i guess it comes through practice",Knowledge, x+z = -3 ,Mathematical_Related_Concept,1,neutral,en,train
why was M(e) equated to 1?,Knowledge,M(e),Mathematical_Related_Concept,1,neutral,en,train
I just want to say thank you to Sir Strang for making such an amazing series.I am really helped a lot by his series.,Experience,Sir Strang,Instructor,2,positive,en,train
I just want to say thank you to Sir Strang for making such an amazing series.I am really helped a lot by his series.,Curriculum,series,Course_General_Feedback,5,positive,en,train
Can anyone clarify my question....!At 32.01 it was told that r12(n) = 1- r11(n)... it is correct intuitively but if i calculate r12(n) using normal method i got it as r11(n-1)0.5+r12(n-1)0.8 which is not same as 1- r11(n) (Here r11(n)  = r11(n-1)0.2+r12(n-1)0.5),Knowledge,r12(n),Mathematical_Related_Concept,1,neutral,en,train
Can anyone clarify my question....!At 32.01 it was told that r12(n) = 1- r11(n)... it is correct intuitively but if i calculate r12(n) using normal method i got it as r11(n-1)0.5+r12(n-1)0.8 which is not same as 1- r11(n) (Here r11(n)  = r11(n-1)0.2+r12(n-1)0.5),Knowledge,r12(n) = 1- r11(n),Mathematical_Related_Concept,1,neutral,en,train
Can anyone clarify my question....!At 32.01 it was told that r12(n) = 1- r11(n)... it is correct intuitively but if i calculate r12(n) using normal method i got it as r11(n-1)0.5+r12(n-1)0.8 which is not same as 1- r11(n) (Here r11(n)  = r11(n-1)0.2+r12(n-1)0.5),Knowledge,r11(n-1)0.5+r12(n-1)0.8,Mathematical_Related_Concept,1,neutral,en,train
Can anyone clarify my question....!At 32.01 it was told that r12(n) = 1- r11(n)... it is correct intuitively but if i calculate r12(n) using normal method i got it as r11(n-1)0.5+r12(n-1)0.8 which is not same as 1- r11(n) (Here r11(n)  = r11(n-1)0.2+r12(n-1)0.5),Knowledge,1- r11(n),Mathematical_Related_Concept,1,neutral,en,train
Can anyone clarify my question....!At 32.01 it was told that r12(n) = 1- r11(n)... it is correct intuitively but if i calculate r12(n) using normal method i got it as r11(n-1)0.5+r12(n-1)0.8 which is not same as 1- r11(n) (Here r11(n)  = r11(n-1)0.2+r12(n-1)0.5),Knowledge,r11(n)  = r11(n-1)0.2+r12(n-1)0.5,Mathematical_Related_Concept,1,neutral,en,train
"Professor strang is master of teachingHe is an artist.His way of teaching is a masterpiece.Thank you Sir.Respect, from India",Experience,Professor strang,Instructor,2,positive,en,train
Perhaps Gil Strang would have replaced Newton if he were his contemporary,Experience,Gil Strang,Instructor,2,positive,en,train
"This is so helpful, the whole series. My professor can't teach his way out of a paper bag. I finally understand all of this! These videos are how I am passing my math class! Thank you!",Curriculum,series,Course_General_Feedback,5,positive,en,train
"This is so helpful, the whole series. My professor can't teach his way out of a paper bag. I finally understand all of this! These videos are how I am passing my math class! Thank you!",Experience,professor,Instructor,2,negative,en,train
"This is so helpful, the whole series. My professor can't teach his way out of a paper bag. I finally understand all of this! These videos are how I am passing my math class! Thank you!",Curriculum,videos,Course_General_Feedback,5,positive,en,train
Ok but whats the actually difference between path and surface independence. Can a Field be path independent yet  not surface independent.... and 25:50 the divergence of curl of a vector Feild is always 0. Does it imply for all Vector Fields irrespective whether it has scalar potential or not.?,Knowledge,difference between path and surface independence,Mathematical_Related_Concept,1,neutral,en,train
One point I think he should have emphasized more is that concatenation with the empty language gives you the empty language.Then it becomes obvious why no arrow is the same as the arrow with and the empty language.,Experience,NULL,Instructor,2,negative,en,train
One point I think he should have emphasized more is that concatenation with the empty language gives you the empty language.Then it becomes obvious why no arrow is the same as the arrow with and the empty language.,Knowledge,concatenation,Mathematical_Related_Concept,1,neutral,en,train
One point I think he should have emphasized more is that concatenation with the empty language gives you the empty language.Then it becomes obvious why no arrow is the same as the arrow with and the empty language.,Knowledge,empty language,Mathematical_Related_Concept,1,neutral,en,train
One point I think he should have emphasized more is that concatenation with the empty language gives you the empty language.Then it becomes obvious why no arrow is the same as the arrow with and the empty language.,Knowledge,arrow,Mathematical_Related_Concept,1,neutral,en,train
"I tried to learn the concept from this video months ago and I swear he made me scared.WHY DOES HE MAKE IT SOUND SO DIFFICULT???This whole lecture is based on the point-slope equation which is really just the slope formula anyway. How do you get slope m?(y_2 - y_1)/(x_2 - x_1) = m --> SlopeThen, get the x's over to the my - y_1 = m(x - x_1)  --> point-slope equationThen, we solve for y,y = m(x - x_0) + y_0 --> LinearizationHe makes it seem as if the eq comes out of thin air.. :o",Experience,NULL,Instructor,2,negative,en,train
"39:38 wait, why do you get a line? Why wouldn't it sketch out like a solid circle or something? I don't quite get that",Knowledge,solid circle ,Mathematical_Related_Concept,1,neutral,en,train
"Good observation, In Portugal we learned it using the proof ot the squezze theorem, and that is the correct way. I am actually a mathematician. the intuitive aproach used in the lesson only had the benefit of spare the students the intrincacy of point set topology in its basic sense.",Knowledge,proof,Mathematical_Related_Concept,1,positive,en,train
"Good observation, In Portugal we learned it using the proof ot the squezze theorem, and that is the correct way. I am actually a mathematician. the intuitive aproach used in the lesson only had the benefit of spare the students the intrincacy of point set topology in its basic sense.",Knowledge,intuitive aproach,Mathematical_Related_Concept,1,negative,en,train
"if you are given the components of two vectors (e.g. u=(2,3,6) and v=(2,3,-6)) how do you use this to find the angle between them?",Knowledge,angle,Mathematical_Related_Concept,1,neutral,en,train
What's the sum of the two eigen values? Just tell me what I just said. :D,Knowledge,eigen values,Mathematical_Related_Concept,1,neutral,en,train
why is iteration in newtons done..i cant understand the logic behind this,Knowledge,iteration in newtons,Mathematical_Related_Concept,1,neutral,en,train
30:30 i guess this should be at the beginning of the lecturebut it was a very nice lecture thank you for ur efforts <3,Curriculum,lecture,Course_General_Feedback,5,positive,en,train
Hard to appreciate how well presented this is in first go around. The more one learns LA the more one appreciates this style of presentation.,Curriculum,LA,Course_General_Feedback,5,positive,en,train
Hard to appreciate how well presented this is in first go around. The more one learns LA the more one appreciates this style of presentation.,Teaching_Skill,style of presentation,Teaching_Setup,0,positive,en,train
Thank you Professor Strang! I am going to get up early tomorrow morning and watch this video with the best part of my day!I also need to buy a super expensive notebook only for Professor Strang's class!,Experience,Professor Strang,Instructor,2,positive,en,train
Thank you Professor Strang! I am going to get up early tomorrow morning and watch this video with the best part of my day!I also need to buy a super expensive notebook only for Professor Strang's class!,Curriculum,video,Course_General_Feedback,5,positive,en,train
i didn't learn anything about linear algebra at my own university. then I found these lectures from MIT.this stuff is GOLD!!,Curriculum,lectures,Course_General_Feedback,5,positive,en,train
"I went to a community college and my instructors were at least as good as any of the instructors I've seen on this channel. Specifically my physics instructor, Dr. Lecuyer, my math instructors Dr. Madson and Mr. Young.",Experience,Dr. Lecuyer,Instructor,2,positive,en,train
